t(s),r(km),v(km/s)
4278,9488.19,-5.14085
4279,9483.05,-5.14528
4280,9477.9,-5.14972
4281,9472.75,-5.15416
4282,9467.59,-5.1586
4283,9462.43,-5.16305
4284,9457.27,-5.1675
4285,9452.1,-5.17196
4286,9446.92,-5.17643
4287,9441.75,-5.18089
4288,9436.56,-5.18537
4289,9431.38,-5.18985
4290,9426.18,-5.19433
4291,9420.99,-5.19882
4292,9415.79,-5.20331
4293,9410.58,-5.20781
4294,9405.37,-5.21231
4295,9400.16,-5.21682
4296,9394.94,-5.22133
4297,9389.71,-5.22585
4298,9384.48,-5.23038
4299,9379.25,-5.2349
4300,9374.01,-5.23944
4301,9368.77,-5.24398
4302,9363.53,-5.24852
4303,9358.28,-5.25307
4304,9353.02,-5.25762
4305,9347.76,-5.26218
4306,9342.5,-5.26675
4307,9337.23,-5.27131
4308,9331.95,-5.27589
4309,9326.68,-5.28047
4310,9321.39,-5.28505
4311,9316.11,-5.28964
4312,9310.81,-5.29424
4313,9305.52,-5.29884
4314,9300.22,-5.30344
4315,9294.91,-5.30806
4316,9289.6,-5.31267
4317,9284.28,-5.31729
4318,9278.97,-5.32192
4319,9273.64,-5.32655
4320,9268.31,-5.33119
4321,9262.98,-5.33583
4322,9257.64,-5.34048
4323,9252.3,-5.34513
4324,9246.95,-5.34979
4325,9241.6,-5.35446
4326,9236.24,-5.35913
4327,9230.88,-5.3638
4328,9225.51,-5.36848
4329,9220.14,-5.37317
4330,9214.77,-5.37786
4331,9209.39,-5.38255
4332,9204,-5.38726
4333,9198.61,-5.39196
4334,9193.22,-5.39668
4335,9187.82,-5.4014
4336,9182.42,-5.40612
4337,9177.01,-5.41085
4338,9171.59,-5.41559
4339,9166.18,-5.42033
4340,9160.75,-5.42508
4341,9155.33,-5.42983
4342,9149.89,-5.43459
4343,9144.46,-5.43935
4344,9139.01,-5.44412
4345,9133.57,-5.44889
4346,9128.12,-5.45367
4347,9122.66,-5.45846
4348,9117.2,-5.46325
4349,9111.73,-5.46805
4350,9106.26,-5.47286
4351,9100.79,-5.47766
4352,9095.31,-5.48248
4353,9089.82,-5.4873
4354,9084.33,-5.49213
4355,9078.84,-5.49696
4356,9073.34,-5.5018
4357,9067.84,-5.50664
4358,9062.33,-5.51149
4359,9056.81,-5.51635
4360,9051.29,-5.52121
4361,9045.77,-5.52608
4362,9040.24,-5.53095
4363,9034.71,-5.53583
4364,9029.17,-5.54072
4365,9023.63,-5.54561
4366,9018.08,-5.55051
4367,9012.53,-5.55542
4368,9006.97,-5.56033
4369,9001.41,-5.56524
4370,8995.84,-5.57016
4371,8990.27,-5.57509
4372,8984.69,-5.58003
4373,8979.11,-5.58497
4374,8973.52,-5.58991
4375,8967.93,-5.59487
4376,8962.33,-5.59983
4377,8956.73,-5.60479
4378,8951.12,-5.60976
4379,8945.51,-5.61474
4380,8939.89,-5.61973
4381,8934.27,-5.62472
4382,8928.64,-5.62971
4383,8923.01,-5.63472
4384,8917.37,-5.63972
4385,8911.73,-5.64474
4386,8906.08,-5.64976
4387,8900.43,-5.65479
4388,8894.77,-5.65982
4389,8889.11,-5.66487
4390,8883.44,-5.66991
4391,8877.77,-5.67497
4392,8872.09,-5.68003
4393,8866.41,-5.6851
4394,8860.72,-5.69017
4395,8855.03,-5.69525
4396,8849.33,-5.70034
4397,8843.63,-5.70543
4398,8837.92,-5.71053
4399,8832.21,-5.71563
4400,8826.49,-5.72075
4401,8820.77,-5.72587
4402,8815.04,-5.73099
4403,8809.3,-5.73613
4404,8803.56,-5.74126
4405,8797.82,-5.74641
4406,8792.07,-5.75156
4407,8786.32,-5.75672
4408,8780.56,-5.76189
4409,8774.79,-5.76706
4410,8769.02,-5.77224
4411,8763.25,-5.77743
4412,8757.47,-5.78262
4413,8751.68,-5.78782
4414,8745.89,-5.79303
4415,8740.1,-5.79825
4416,8734.3,-5.80347
4417,8728.49,-5.8087
4418,8722.68,-5.81393
4419,8716.86,-5.81917
4420,8711.04,-5.82442
4421,8705.21,-5.82968
4422,8699.38,-5.83494
4423,8693.54,-5.84021
4424,8687.7,-5.84549
4425,8681.85,-5.85077
4426,8676,-5.85607
4427,8670.14,-5.86136
4428,8664.28,-5.86667
4429,8658.41,-5.87198
4430,8652.53,-5.8773
4431,8646.65,-5.88263
4432,8640.77,-5.88797
4433,8634.88,-5.89331
4434,8628.98,-5.89866
4435,8623.08,-5.90401
4436,8617.17,-5.90938
4437,8611.26,-5.91475
4438,8605.34,-5.92013
4439,8599.42,-5.92552
4440,8593.49,-5.93091
4441,8587.56,-5.93631
4442,8581.62,-5.94172
4443,8575.68,-5.94713
4444,8569.73,-5.95256
4445,8563.77,-5.95799
4446,8557.81,-5.96343
4447,8551.84,-5.96887
4448,8545.87,-5.97433
4449,8539.9,-5.97979
4450,8533.91,-5.98526
4451,8527.92,-5.99074
4452,8521.93,-5.99622
4453,8515.93,-6.00171
4454,8509.93,-6.00721
4455,8503.92,-6.01272
4456,8497.9,-6.01824
4457,8491.88,-6.02376
4458,8485.85,-6.02929
4459,8479.82,-6.03483
4460,8473.78,-6.04038
4461,8467.74,-6.04593
4462,8461.69,-6.05149
4463,8455.64,-6.05707
4464,8449.58,-6.06264
4465,8443.51,-6.06823
4466,8437.44,-6.07383
4467,8431.37,-6.07943
4468,8425.28,-6.08504
4469,8419.2,-6.09066
4470,8413.1,-6.09629
4471,8407,-6.10192
4472,8400.9,-6.10756
4473,8394.79,-6.11322
4474,8388.67,-6.11888
4475,8382.55,-6.12454
4476,8376.42,-6.13022
4477,8370.29,-6.13591
4478,8364.15,-6.1416
4479,8358.01,-6.1473
4480,8351.86,-6.15301
4481,8345.7,-6.15873
4482,8339.54,-6.16446
4483,8333.37,-6.17019
4484,8327.2,-6.17594
4485,8321.02,-6.18169
4486,8314.84,-6.18745
4487,8308.64,-6.19322
4488,8302.45,-6.199
4489,8296.25,-6.20478
4490,8290.04,-6.21058
4491,8283.83,-6.21638
4492,8277.61,-6.2222
4493,8271.38,-6.22802
4494,8265.15,-6.23385
4495,8258.91,-6.23969
4496,8252.67,-6.24553
4497,8246.42,-6.25139
4498,8240.17,-6.25726
4499,8233.91,-6.26313
4500,8227.64,-6.26902
4501,8221.37,-6.27491
4502,8215.09,-6.28081
4503,8208.81,-6.28672
4504,8202.52,-6.29264
4505,8196.22,-6.29857
4506,8189.92,-6.30451
4507,8183.61,-6.31045
4508,8177.3,-6.31641
4509,8170.98,-6.32238
4510,8164.66,-6.32835
4511,8158.32,-6.33433
4512,8151.99,-6.34033
4513,8145.64,-6.34633
4514,8139.29,-6.35234
4515,8132.94,-6.35836
4516,8126.58,-6.36439
4517,8120.21,-6.37043
4518,8113.84,-6.37648
4519,8107.46,-6.38254
4520,8101.07,-6.38861
4521,8094.68,-6.39469
4522,8088.28,-6.40078
4523,8081.88,-6.40687
4524,8075.47,-6.41298
4525,8069.05,-6.4191
4526,8062.63,-6.42523
4527,8056.2,-6.43136
4528,8049.77,-6.43751
4529,8043.33,-6.44366
4530,8036.88,-6.44983
4531,8030.43,-6.45601
4532,8023.97,-6.46219
4533,8017.5,-6.46839
4534,8011.03,-6.47459
4535,8004.55,-6.48081
4536,7998.07,-6.48704
4537,7991.58,-6.49327
4538,7985.08,-6.49952
4539,7978.58,-6.50577
4540,7972.07,-6.51204
4541,7965.56,-6.51832
4542,7959.04,-6.5246
4543,7952.51,-6.5309
4544,7945.97,-6.53721
4545,7939.43,-6.54353
4546,7932.89,-6.54986
4547,7926.33,-6.55619
4548,7919.77,-6.56254
4549,7913.21,-6.5689
4550,7906.64,-6.57527
4551,7900.06,-6.58166
4552,7893.47,-6.58805
4553,7886.88,-6.59445
4554,7880.28,-6.60086
4555,7873.68,-6.60729
4556,7867.07,-6.61372
4557,7860.45,-6.62017
4558,7853.83,-6.62662
4559,7847.2,-6.63309
4560,7840.56,-6.63957
4561,7833.92,-6.64606
4562,7827.27,-6.65256
4563,7820.62,-6.65907
4564,7813.95,-6.66559
4565,7807.28,-6.67213
4566,7800.61,-6.67867
4567,7793.93,-6.68523
4568,7787.24,-6.6918
4569,7780.54,-6.69837
4570,7773.84,-6.70496
4571,7767.13,-6.71157
4572,7760.42,-6.71818
4573,7753.7,-6.7248
4574,7746.97,-6.73144
4575,7740.23,-6.73808
4576,7733.49,-6.74474
4577,7726.74,-6.75141
4578,7719.99,-6.7581
4579,7713.23,-6.76479
4580,7706.46,-6.7715
4581,7699.69,-6.77821
4582,7692.9,-6.78494
4583,7686.12,-6.79168
4584,7679.32,-6.79844
4585,7672.52,-6.8052
4586,7665.71,-6.81198
4587,7658.89,-6.81877
4588,7652.07,-6.82557
4589,7645.24,-6.83238
4590,7638.41,-6.83921
4591,7631.56,-6.84604
4592,7624.72,-6.85289
4593,7617.86,-6.85976
4594,7611,-6.86663
4595,7604.13,-6.87352
4596,7597.25,-6.88042
4597,7590.36,-6.88733
4598,7583.47,-6.89425
4599,7576.58,-6.90119
4600,7569.67,-6.90814
4601,7562.76,-6.9151
4602,7555.84,-6.92208
4603,7548.92,-6.92907
4604,7541.98,-6.93607
4605,7535.04,-6.94308
4606,7528.1,-6.95011
4607,7521.14,-6.95715
4608,7514.18,-6.9642
4609,7507.22,-6.97127
4610,7500.24,-6.97835
4611,7493.26,-6.98544
4612,7486.27,-6.99254
4613,7479.27,-6.99966
4614,7472.27,-7.00679
4615,7465.26,-7.01394
4616,7458.24,-7.0211
4617,7451.22,-7.02827
4618,7444.19,-7.03546
4619,7437.15,-7.04266
4620,7430.1,-7.04987
4621,7423.05,-7.0571
4622,7415.99,-7.06434
4623,7408.92,-7.07159
4624,7401.84,-7.07886
4625,7394.76,-7.08614
4626,7387.67,-7.09344
4627,7380.57,-7.10075
4628,7373.47,-7.10807
4629,7366.36,-7.11541
4630,7359.24,-7.12276
4631,7352.11,-7.13013
4632,7344.98,-7.13751
4633,7337.84,-7.14491
4634,7330.69,-7.15232
4635,7323.53,-7.15974
4636,7316.37,-7.16718
4637,7309.2,-7.17463
4638,7302.02,-7.1821
4639,7294.83,-7.18958
4640,7287.64,-7.19708
4641,7280.44,-7.20459
4642,7273.23,-7.21212
4643,7266.02,-7.21966
4644,7258.79,-7.22722
4645,7251.56,-7.23479
4646,7244.32,-7.24238
4647,7237.08,-7.24998
4648,7229.82,-7.2576
4649,7222.56,-7.26524
4650,7215.29,-7.27288
4651,7208.02,-7.28055
4652,7200.73,-7.28823
4653,7193.44,-7.29592
4654,7186.14,-7.30363
4655,7178.83,-7.31136
4656,7171.52,-7.3191
4657,7164.19,-7.32686
4658,7156.86,-7.33463
4659,7149.52,-7.34242
4660,7142.18,-7.35023
4661,7134.82,-7.35805
4662,7127.46,-7.36589
4663,7120.09,-7.37374
4664,7112.71,-7.38161
4665,7105.33,-7.3895
4666,7097.93,-7.3974
4667,7090.53,-7.40532
4668,7083.12,-7.41326
4669,7075.71,-7.42121
4670,7068.28,-7.42918
4671,7060.85,-7.43717
4672,7053.41,-7.44517
4673,7045.96,-7.45319
4674,7038.5,-7.46123
4675,7031.04,-7.46928
4676,7023.56,-7.47736
4677,7016.08,-7.48544
4678,7008.59,-7.49355
4679,7001.09,-7.50167
4680,6993.59,-7.50981
4681,6986.07,-7.51797
4682,6978.55,-7.52615
4683,6971.02,-7.53434
4684,6963.48,-7.54255
4685,6955.94,-7.55078
4686,6948.38,-7.55903
4687,6940.82,-7.56729
4688,6933.25,-7.57558
4689,6925.67,-7.58388
4690,6918.08,-7.5922
4691,6910.48,-7.60053
4692,6902.88,-7.60889
4693,6895.27,-7.61726
4694,6887.64,-7.62566
4695,6880.01,-7.63407
4696,6872.38,-7.6425
4697,6864.73,-7.65095
4698,6857.07,-7.65942
4699,6849.41,-7.6679
4700,6841.74,-7.67641
4701,6834.06,-7.68493
4702,6826.37,-7.69348
4703,6818.67,-7.70204
4704,6810.96,-7.71062
4705,6803.25,-7.71922
4706,6795.53,-7.72785
4707,6787.79,-7.73649
4708,6780.05,-7.74515
4709,6772.3,-7.75383
4710,6764.55,-7.76253
4711,6756.78,-7.77125
4712,6749,-7.77999
4713,6741.22,-7.78875
4714,6733.43,-7.79753
4715,6725.62,-7.80633
4716,6717.81,-7.81516
4717,6709.99,-7.824
4718,6702.16,-7.83286
4719,6694.33,-7.84175
4720,6686.48,-7.85065
4721,6678.63,-7.85958
4722,6670.76,-7.86852
4723,6662.89,-7.87749
4724,6655.01,-7.88648
4725,6647.12,-7.89549
4726,6639.22,-7.90452
4727,6631.31,-7.91358
4728,6623.39,-7.92265
4729,6615.46,-7.93175
4730,6607.53,-7.94087
4731,6599.58,-7.95001
4732,6591.63,-7.95917
4733,6583.66,-7.96835
4734,6575.69,-7.97756
4735,6567.71,-7.98679
4736,6559.71,-7.99604
4737,6551.71,-8.00532
4738,6543.7,-8.01461
4739,6535.69,-8.02393
4740,6527.66,-8.03328
4741,6519.62,-8.04264
4742,6511.57,-8.05203
4743,6503.51,-8.06144
4744,6495.45,-8.07088
4745,6487.37,-8.08034
4746,6479.29,-8.08982
4747,6471.19,-8.09933
4748,6463.09,-8.10886
4749,6454.98,-8.11841
4750,6446.85,-8.12799
4751,6438.72,-8.13759
4752,6430.58,-8.14722
4753,6422.42,-8.15687
4754,6414.26,-8.16655
4755,6406.09,-8.17625
4756,6397.91,-8.18597
4757,6389.72,-8.19572
4758,6381.52,-8.2055
4759,6373.31,-8.2153
4760,6365.09,-8.22512
